Algorithm,Plaintext,Ciphertext,Key
Columnar Transposition,ad01fac2c95509006445d9d322c4cf34,04 9F 0C 03 23 A9 FD CD 15 D4 A6 04 54 92 C2 5C,"['K', 'E', 'Y', '2']"
Scytale,ad01fac2c95509006445d9d322c4cf34,AF C0 6D 2C DA 99 49 2F 0C 50 4D C3 12 50 53 44,4
Columnar Transposition,ef056288cc099807e356a4724451afa0,58 97 62 10 F2 C8 34 4F E6 C9 EA 4A 08 00 57 5A,"['K', 'E', 'Y', '1']"
Columnar Transposition,ef056288cc099807e356a4724451afa0,70 8F 9A 0A 82 24 6A 87 56 F3 EE 05 91 C4 C4 05,"['K', 'E', 'Y', '2']"
Scytale,ef056288cc099807e356a4724451afa0,E6 C9 EA 4A F2 C8 34 4F 08 00 57 5A 58 97 62 10,4
Columnar Transposition,78b61358096e8f636d8cbca7e01eb216,68 E3 C7 E6 83 9F DC 02 71 08 6B EB B5 66 8A 11,"['K', 'E', 'Y', '1']"
Columnar Transposition,78b61358096e8f636d8cbca7e01eb216,36 F2 8B 61 87 3C 1B 5A 6C 8D 76 B8 EE 90 0E 61,"['K', 'E', 'Y', '2']"
Scytale,78b61358096e8f636d8cbca7e01eb216,71 08 6B EB 83 9F DC 02 B5 66 8A 11 68 E3 C7 E6,4
Columnar Transposition,b5db7eba937f0b78093240570f19713f,BA F8 27 9F 5E 3B 90 F1 B7 90 04 07 DB 77 35 13,"['K', 'E', 'Y', '1']"
Columnar Transposition,b5db7eba937f0b78093240570f19713f,8F B1 07 73 A7 E0 74 B5 B2 59 B0 D3 F9 3F 90 71,"['K', 'E', 'Y', '2']"
Scytale,b5db7eba937f0b78093240570f19713f,B7 90 04 07 5E 3B 90 F1 DB 77 35 13 BA F8 27 9F,4
Columnar Transposition,87bdffd577cbe0e0098cfdc9f1cf5ef8,D5 B0 C9 F8 7F 70 9D 1E 8F 7E 0F F5 BD CE 8C CF,"['K', 'E', 'Y', '1']"
Columnar Transposition,87bdffd577cbe0e0098cfdc9f1cf5ef8,08 0E E5 EF 59 FD FF DC DC 79 80 B8 BF 71 7F CC,"['K', 'E', 'Y', '2']"
Scytale,87bdffd577cbe0e0098cfdc9f1cf5ef8,8F 7E 0F F5 7F 70 9D 1E BD CE 8C CF D5 B0 C9 F8,4
Columnar Transposition,fb3f8b60efb642631c06b82d224fcf20,F0 63 6D F0 BB F2 C8 2F F8 E4 1B 2C 36 B6 02 42,"['K', 'E', 'Y', '1']"
Columnar Transposition,fb3f8b60efb642631c06b82d224fcf20,30 2F 4C 62 0D B8 8B 62 F6 BC F1 30 6F F2 E2 B4,"['K', 'E', 'Y', '2']"
Scytale,fb3f8b60efb642631c06b82d224fcf20,F8 E4 1B 2C BB F2 C8 2F 36 B6 02 42 F0 63 6D F0,4
Columnar Transposition,4dfde25b6dd6ac4eb4b113b7bbba8bef,DB 6E 17 AF D2 DC 43 BB 4E 6A B1 B8 F5 D4 BB BE,"['K', 'E', 'Y', '1']"
Columnar Transposition,4dfde25b6dd6ac4eb4b113b7bbba8bef,EF CB A8 4E B7 23 E1 5B D1 D4 4B FB 6A DB 6B DB,"['K', 'E', 'Y', '2']"
Scytale,4dfde25b6dd6ac4eb4b113b7bbba8bef,4E 6A B1 B8 D2 DC 43 BB F5 D4 BB BE DB 6E 17 AF,4
Columnar Transposition,4e5572a109097b95851683d412ae5740,51 95 64 E0 E2 9B 53 27 47 07 88 15 5A 09 1D A4,"['K', 'E', 'Y', '1']"
Columnar Transposition,4e5572a109097b95851683d412ae5740,50 B7 75 94 14 23 78 AD 56 E5 48 51 9E 92 01 0A,"['K', 'E', 'Y', '2']"
Scytale,4e5572a109097b95851683d412ae5740,47 07 88 15 E2 9B 53 27 5A 09 1D A4 51 95 64 E0,4
Columnar Transposition,2254c462d89bf1a65c1ad03e9a9160c6,42 B6 AE 16 24 81 C0 A0 2C DF 5D 96 56 9A 13 9C,"['K', 'E', 'Y', '1']"
Columnar Transposition,2254c462d89bf1a65c1ad03e9a9160c6,66 10 F6 AC 2E 40 CD 63 4A 2C 25 51 B1 8A D9 99,"['K', 'E', 'Y', '2']"
Scytale,2254c462d89bf1a65c1ad03e9a9160c6,2C DF 5D 96 24 81 C0 A0 56 9A 13 9C 42 B6 AE 16,4
Columnar Transposition,248ca150ef2919b5cabede6b06a9beaf,C0 95 EB 9F 41 F9 AE 6E 2A E1 CD 0B 85 2B B6 AA,"['K', 'E', 'Y', '1']"
Columnar Transposition,248ca150ef2919b5cabede6b06a9beaf,5F 9E 1B BA 0B 1E AD 56 CE 4A 2C 8B 99 F6 E0 2A,"['K', 'E', 'Y', '2']"
Scytale,248ca150ef2919b5cabede6b06a9beaf,2A E1 CD 0B 41 F9 AE 6E 85 2B B6 AA C0 95 EB 9F,4
Columnar Transposition,b6437dad3c3e1b7a58ce107022a17224,3D EA E0 14 6D CB 80 22 B7 31 51 27 4A 37 C7 A2,"['K', 'E', 'Y', '1']"
Columnar Transposition,b6437dad3c3e1b7a58ce107022a17224,A4 B2 17 72 D0 D0 71 A7 3E 68 B5 4C E1 C2 32 3A,"['K', 'E', 'Y', '2']"
Scytale,b6437dad3c3e1b7a58ce107022a17224,B7 31 51 27 6D CB 80 22 4A 37 C7 A2 3D EA E0 14,4
Columnar Transposition,a3925b373d1fda6dd58a2e10660ead1b,27 FD A0 EB 3B DA 5E 6D A5 3D D2 6A 93 16 81 01,"['K', 'E', 'Y', '1']"
Columnar Transposition,a3925b373d1fda6dd58a2e10660ead1b,DB AD DA 61 70 BE 52 31 2A 35 AD 98 FE D6 36 10,"['K', 'E', 'Y', '2']"
Scytale,a3925b373d1fda6dd58a2e10660ead1b,A5 3D D2 6A 3B DA 5E 6D 93 16 81 01 27 FD A0 EB,4
Columnar Transposition,da5144048e6b2548db01708992b8454d,14 B8 19 8D A4 E5 B0 25 D4 82 D7 94 50 64 08 B4,"['K', 'E', 'Y', '1']"
Columnar Transposition,da5144048e6b2548db01708992b8454d,8D 55 24 44 49 40 47 08 11 AB DD 50 B8 E2 89 6B,"['K', 'E', 'Y', '2']"
Scytale,da5144048e6b2548db01708992b8454d,D4 82 D7 94 A4 E5 B0 25 50 64 08 B4 14 B8 19 8D,4
Columnar Transposition,29ee0f70b7de81676698f72935999a40,E0 E7 89 90 9F 71 67 5A 20 B8 6F 39 E7 D6 92 94,"['K', 'E', 'Y', '1']"
Columnar Transposition,29ee0f70b7de81676698f72935999a40,70 1A 89 64 09 F7 0F 72 E8 96 26 E9 E9 75 B3 D9,"['K', 'E', 'Y', '2']"
Scytale,29ee0f70b7de81676698f72935999a40,20 B8 6F 39 9F 71 67 5A E7 D6 92 94 E0 E7 89 90,4
Columnar Transposition,4d22c2e5d9a75a327f826cd6a8b96e6b,25 72 26 9B D2 9A FC 8E 4C D5 76 A6 2E A3 8D B6,"['K', 'E', 'Y', '1']"
Columnar Transposition,4d22c2e5d9a75a327f826cd6a8b96e6b,2B AE 56 36 56 2C C6 ED 22 DF 47 28 79 98 DA AB,"['K', 'E', 'Y', '2']"
Scytale,4d22c2e5d9a75a327f826cd6a8b96e6b,4C D5 76 A6 D2 9A FC 8E 2E A3 8D B6 25 72 26 9B,4
Columnar Transposition,230733750ca6dddbe4caae78675ae16c,75 6B A8 AC 33 CD 4E 71 23 0D EA 6E 07 AD C7 56,"['K', 'E', 'Y', '1']"
Columnar Transposition,230733750ca6dddbe4caae78675ae16c,BC D1 DE D6 58 3E 3A 77 7A 34 2E 0C 6A C7 06 A5,"['K', 'E', 'Y', '2']"
Scytale,230733750ca6dddbe4caae78675ae16c,23 0D EA 6E 33 CD 4E 71 07 AD C7 56 75 6B A8 AC,4
Columnar Transposition,b6242389d07d7bd7dd1911998f4b9d38,49 D7 99 B8 63 0B D1 FD B2 D7 D1 89 28 7D 19 43,"['K', 'E', 'Y', '1']"
Columnar Transposition,b6242389d07d7bd7dd1911998f4b9d38,78 BD 79 D3 99 31 21 89 49 6D BD 21 DB 0F D8 74,"['K', 'E', 'Y', '2']"
Scytale,b6242389d07d7bd7dd1911998f4b9d38,B2 D7 D1 89 63 0B D1 FD 28 7D 19 43 49 D7 99 B8,4
Columnar Transposition,8e56172d4b1e46297d8c90df0bcb41ff,6D E9 CF BF E7 B6 D0 B1 81 44 79 04 52 12 8D CF,"['K', 'E', 'Y', '1']"
Columnar Transposition,8e56172d4b1e46297d8c90df0bcb41ff,9F 61 44 2F DF 70 19 2D 6C ED 87 58 EB BB 40 1C,"['K', 'E', 'Y', '2']"
Scytale,8e56172d4b1e46297d8c90df0bcb41ff,81 44 79 04 E7 B6 D0 B1 52 12 8D CF 6D E9 CF BF,4
Columnar Transposition,64e8273af8a654d3f6197263ef5a39ae,8A 63 93 AE 47 84 62 F9 62 F5 F7 E3 E3 AD 16 5A,"['K', 'E', 'Y', '1']"
Columnar Transposition,64e8273af8a654d3f6197263ef5a39ae,3E 49 53 DA A3 72 27 36 89 46 6F E1 6A 8F FE A5,"['K', 'E', 'Y', '2']"
Scytale,64e8273af8a654d3f6197263ef5a39ae,62 F5 F7 E3 47 84 62 F9 E3 AD 16 5A 8A 63 93 AE,4
Columnar Transposition,62c5665da43f5c9947812c0fa0343838,5D F9 1F 48 26 4C 7C 08 66 A5 42 A3 C5 39 80 33,"['K', 'E', 'Y', '1']"
Columnar Transposition,62c5665da43f5c9947812c0fa0343838,98 C8 53 93 DF 6C 62 50 51 27 64 C8 F4 40 AA 33,"['K', 'E', 'Y', '2']"
Scytale,62c5665da43f5c9947812c0fa0343838,66 A5 42 A3 26 4C 7C 08 C5 39 80 33 5D F9 1F 48,4
Columnar Transposition,3b92ebba85981faf0efffb335f7e7214,2A 8F F3 E4 BB 5F EB F2 3E 81 0F 57 9B 9A F3 71,"['K', 'E', 'Y', '1']"
Columnar Transposition,3b92ebba85981faf0efffb335f7e7214,F4 F2 17 A1 A3 BB EF B3 2F BE 30 9F 8E 5F 85 97,"['K', 'E', 'Y', '2']"
Scytale,3b92ebba85981faf0efffb335f7e7214,3E 81 0F 57 BB 5F EB F2 9B 9A F3 71 2A 8F F3 E4,4
Columnar Transposition,c2e246e022f38768ff2b08bc8fcb8462,20 38 BC B2 26 27 F8 F4 C4 28 F0 88 EE F6 2B C6,"['K', 'E', 'Y', '1']"
Columnar Transposition,c2e246e022f38768ff2b08bc8fcb8462,82 74 88 66 0C 68 40 EB 2B 2F CF E2 3B 2F 28 FC,"['K', 'E', 'Y', '2']"
Scytale,c2e246e022f38768ff2b08bc8fcb8462,C4 28 F0 88 26 27 F8 F4 EE F6 2B C6 20 38 BC B2,4
Columnar Transposition,3019aafc5ccf425bd1ffde134a1fcb50,9C FB F3 F0 0A C2 1E AB 3A 54 DD 4C 1F C5 F1 15,"['K', 'E', 'Y', '1']"
Columnar Transposition,3019aafc5ccf425bd1ffde134a1fcb50,B0 2B 4C 55 C3 AE AD F1 9F 01 3D 1F FF CA 54 C1,"['K', 'E', 'Y', '2']"
Scytale,3019aafc5ccf425bd1ffde134a1fcb50,3A 54 DD 4C 0A C2 1E AB 1F C5 F1 15 9C FB F3 F0,4
Columnar Transposition,4527aed583e4d799dbb0c0e778d3ad21,75 49 07 31 5E 37 B0 8D 4A 8D DC 7A 2D E9 BE D2,"['K', 'E', 'Y', '1']"
Columnar Transposition,4527aed583e4d799dbb0c0e778d3ad21,91 7D DA 92 57 E0 AC DE 70 5B 4D 2B 43 38 87 ED,"['K', 'E', 'Y', '2']"
Scytale,4527aed583e4d799dbb0c0e778d3ad21,4A 8D DC 7A 5E 37 B0 8D 2D E9 BE D2 75 49 07 31,4
Columnar Transposition,9987eb70b1fc65fe86526286863ce188,70 CE 26 C8 9B 15 62 61 9E B6 86 8E 87 FF 58 38,"['K', 'E', 'Y', '1']"
Columnar Transposition,9987eb70b1fc65fe86526286863ce188,E8 51 6E F8 06 B2 E6 78 72 96 98 85 CC 16 B8 F3,"['K', 'E', 'Y', '2']"
Scytale,9987eb70b1fc65fe86526286863ce188,9E B6 86 8E 9B 15 62 61 87 FF 58 38 70 CE 26 C8,4
Columnar Transposition,43b1fbb96aef5aba96563275162dd87e,19 FA 65 DE 3B AA 62 68 4F 65 93 1D BB EB 57 27,"['K', 'E', 'Y', '1']"
Columnar Transposition,43b1fbb96aef5aba96563275162dd87e,AE A8 5D B7 95 B2 F3 B7 16 36 49 B5 FD A6 61 E2,"['K', 'E', 'Y', '2']"
Scytale,43b1fbb96aef5aba96563275162dd87e,4F 65 93 1D 3B AA 62 68 BB EB 57 27 19 FA 65 DE,4
Columnar Transposition,c2c597046c5c9488d4a2c9d4953aa1d0,54 C8 24 A0 27 C4 49 51 C9 69 DC 9A C0 58 AD 3D,"['K', 'E', 'Y', '1']"
Columnar Transposition,c2c597046c5c9488d4a2c9d4953aa1d0,80 41 9A 8D 44 79 9C 0D 52 24 CD CA CA C5 69 53,"['K', 'E', 'Y', '2']"
Scytale,c2c597046c5c9488d4a2c9d4953aa1d0,C9 69 DC 9A 27 C4 49 51 C0 58 AD 3D 54 C8 24 A0,4
Columnar Transposition,4400b0b944fbcfe9faf4cd518c21cbb2,09 B9 41 12 40 4F AD CB 4B 4C FC 8C 0B FE F5 2B,"['K', 'E', 'Y', '1']"
Columnar Transposition,4400b0b944fbcfe9faf4cd518c21cbb2,92 FB CC EB 91 0D BC B5 04 4A 4F 0F B1 4C 48 F2,"['K', 'E', 'Y', '2']"
Scytale,4400b0b944fbcfe9faf4cd518c21cbb2,4B 4C FC 8C 40 4F AD CB 0B FE F5 2B 09 B9 41 12,4
Columnar Transposition,f715ba48da9a549055b9d3ac09e48a0d,58 A0 9C 4D 7A A4 53 9A FB D5 5D 08 14 99 BA E0,"['K', 'E', 'Y', '1']"
Columnar Transposition,f715ba48da9a549055b9d3ac09e48a0d,0D 4A 58 90 8C A3 BD 4A 59 75 F5 1B A4 A9 D0 9E,"['K', 'E', 'Y', '2']"
Scytale,f715ba48da9a549055b9d3ac09e48a0d,FB D5 5D 08 7A A4 53 9A 14 99 BA E0 58 A0 9C 4D,4
Columnar Transposition,4587aa0dd67bc1c07750811c43057584,7D B0 0C 54 5A 61 71 35 4A DC 78 47 80 7C 51 08,"['K', 'E', 'Y', '1']"
Columnar Transposition,4587aa0dd67bc1c07750811c43057584,04 15 C7 C8 DC A1 A8 01 70 57 47 85 B5 63 D4 70,"['K', 'E', 'Y', '2']"
Scytale,4587aa0dd67bc1c07750811c43057584,4A DC 78 47 5A 61 71 35 80 7C 51 08 7D B0 0C 54,4
Columnar Transposition,2dabb69830577ccbd6777fe52c49d223,B8 7B 75 93 D6 0C 6F C2 2B 37 D7 2D A9 5C 7E 42,"['K', 'E', 'Y', '1']"
Columnar Transposition,2dabb69830577ccbd6777fe52c49d223,B3 C2 7D C2 85 6F B7 9E B7 D6 2D A7 79 0C 32 54,"['K', 'E', 'Y', '2']"
Scytale,2dabb69830577ccbd6777fe52c49d223,2B 37 D7 2D D6 0C 6F C2 A9 5C 7E 42 B8 7B 75 93,4
Columnar Transposition,de6fe2597a40b7774f4c7a7db18b2b52,F9 07 CD B2 E2 A7 FA 1B DE 7B 47 B2 65 47 47 85,"['K', 'E', 'Y', '1']"
Columnar Transposition,de6fe2597a40b7774f4c7a7db18b2b52,72 7B B2 75 9D 2A E7 57 FC EF D4 64 0B A1 7B 48,"['K', 'E', 'Y', '2']"
Scytale,de6fe2597a40b7774f4c7a7db18b2b52,DE 7B 47 B2 E2 A7 FA 1B 65 47 47 85 F9 07 CD B2,4
Columnar Transposition,a460349fc4f24262416691a95849a51d,0F 22 69 9D 44 42 11 85 A3 C4 49 5A 69 F6 6A 41,"['K', 'E', 'Y', '1']"
Columnar Transposition,a460349fc4f24262416691a95849a51d,2D 25 4A 61 F9 41 39 9A 06 41 A4 66 29 48 C5 F4,"['K', 'E', 'Y', '2']"
Scytale,a460349fc4f24262416691a95849a51d,A3 C4 49 5A 44 42 11 85 69 F6 6A 41 0F 22 69 9D,4
Columnar Transposition,2f77c2ea645c53215b092374d838994b,7A C1 94 8B F2 43 B3 89 2C 65 52 D9 7E 52 07 34,"['K', 'E', 'Y', '1']"
Columnar Transposition,2f77c2ea645c53215b092374d838994b,1B 39 59 24 A4 23 C2 E7 79 FB 25 70 C8 48 6D 53,"['K', 'E', 'Y', '2']"
Scytale,2f77c2ea645c53215b092374d838994b,2C 65 52 D9 F2 43 B3 89 7E 52 07 34 7A C1 94 8B,4
Columnar Transposition,34579a378b86dc776f6003abd108829b,77 67 0B 8B 4A BC F3 12 39 8D 60 D8 53 87 6A 09,"['K', 'E', 'Y', '1']"
Columnar Transposition,34579a378b86dc776f6003abd108829b,7B C2 D8 79 7B A3 90 3A 70 4F 36 56 68 B1 8D 80,"['K', 'E', 'Y', '2']"
Scytale,34579a378b86dc776f6003abd108829b,39 8D 60 D8 4A BC F3 12 53 87 6A 09 77 67 0B 8B,4
Columnar Transposition,2d1c3d949d74e38d7f4ce0b0baa6ea61,C4 4D C0 61 DD D3 F0 AA 23 9E 7E BE 19 78 4B A6,"['K', 'E', 'Y', '1']"
Columnar Transposition,2d1c3d949d74e38d7f4ce0b0baa6ea61,D1 3A EE 86 40 D0 3E 9B CC DF 27 14 46 DA 9B 7A,"['K', 'E', 'Y', '2']"
Scytale,2d1c3d949d74e38d7f4ce0b0baa6ea61,23 9E 7E BE DD D3 F0 AA 19 78 4B A6 C4 4D C0 61,4
Columnar Transposition,a67220a63a8c78e0bab48e8ee33fbba4,26 C0 4E F4 60 A8 AE 3B A2 37 B8 EB 7A 8E B8 3A,"['K', 'E', 'Y', '1']"
Columnar Transposition,a67220a63a8c78e0bab48e8ee33fbba4,04 8B 7B EA 6E 0E 28 A8 24 6A AB 7B CF A3 3E 83,"['K', 'E', 'Y', '2']"
Scytale,a67220a63a8c78e0bab48e8ee33fbba4,A2 37 B8 EB 60 A8 AE 3B 7A 8E B8 3A 26 C0 4E F4,4
Columnar Transposition,9c617e4587949e0bc035ef9e0dd50c95,15 4B 5E 55 CE 7E 0F DC 97 89 CE 00 64 90 39 D9,"['K', 'E', 'Y', '1']"
Columnar Transposition,9c617e4587949e0bc035ef9e0dd50c95,B5 EC 90 09 5E EF 7E 49 15 C0 9C 63 45 7D 80 9D,"['K', 'E', 'Y', '2']"
Scytale,9c617e4587949e0bc035ef9e0dd50c95,97 89 CE 00 CE 7E 0F DC 64 90 39 D9 15 4B 5E 55,4
Columnar Transposition,15aceb923da0bc24b1bc8e389c39df74,C2 04 C8 94 5B DC 1E CF 1E 3B B8 9D A9 A2 B3 37,"['K', 'E', 'Y', '1']"
Columnar Transposition,15aceb923da0bc24b1bc8e389c39df74,44 CF BD 27 28 BE E8 93 CC 51 1B AB 09 DC 39 A3,"['K', 'E', 'Y', '2']"
Scytale,15aceb923da0bc24b1bc8e389c39df74,1E 3B B8 9D 5B DC 1E CF A9 A2 B3 37 C2 04 C8 94,4
Columnar Transposition,6a57adef067d98b28a797a57060321f6,7F D2 97 36 AD 68 AA 61 6A 09 87 02 5E 7B 75 0F,"['K', 'E', 'Y', '1']"
Columnar Transposition,6a57adef067d98b28a797a57060321f6,26 81 92 BF F7 DA A7 E5 79 AA 68 57 D3 66 00 70,"['K', 'E', 'Y', '2']"
Scytale,6a57adef067d98b28a797a57060321f6,6A 09 87 02 AD 68 AA 61 5E 7B 75 0F 7F D2 97 36,4
Columnar Transposition,510a4d6200b6e611c09a9f7e4e2aa041,A2 61 AE A1 1D 06 0F E0 54 0E C9 4A 06 B1 97 24,"['K', 'E', 'Y', '1']"
Columnar Transposition,510a4d6200b6e611c09a9f7e4e2aa041,11 60 EA 14 2E DF 49 67 AA 10 5C 09 6A 0E 04 B2,"['K', 'E', 'Y', '2']"
Scytale,510a4d6200b6e611c09a9f7e4e2aa041,54 0E C9 4A 1D 06 0F E0 06 B1 97 24 A2 61 AE A1,4
Columnar Transposition,b11d9fb2f6f73f57b69e20c0c8f1831e,D2 77 E0 1E 1F 6F 60 83 B9 F3 B2 C8 1B F5 9C F1,"['K', 'E', 'Y', '1']"
Columnar Transposition,b11d9fb2f6f73f57b69e20c0c8f1831e,7E F3 38 51 20 F0 92 BC DE 16 BB 19 71 68 FC FF,"['K', 'E', 'Y', '2']"
Scytale,b11d9fb2f6f73f57b69e20c0c8f1831e,B9 F3 B2 C8 1F 6F 60 83 1B F5 9C F1 D2 77 E0 1E,4
Columnar Transposition,9f88f50e47eade17ccde114202c97b08,8E A7 E2 98 F5 7E C1 2B 9F 4D C1 07 80 E1 D4 C0,"['K', 'E', 'Y', '1']"
Columnar Transposition,9f88f50e47eade17ccde114202c97b08,78 EB D7 10 E2 51 F1 04 8E FC 9C 8D A9 72 40 EC,"['K', 'E', 'Y', '2']"
Scytale,9f88f50e47eade17ccde114202c97b08,9F 4D C1 07 F5 7E C1 2B 80 E1 D4 C0 8E A7 E2 98,4
Columnar Transposition,4c53b191f745b1f40f87cc5f8db03f9b,31 54 7F 0B C1 71 FC DF 4B FB 0C 83 59 4F 85 B9,"['K', 'E', 'Y', '1']"
Columnar Transposition,4c53b191f745b1f40f87cc5f8db03f9b,4B 1F B3 F9 1F 1C BC 95 37 CF 40 58 50 7D F8 4B,"['K', 'E', 'Y', '2']"
Scytale,4c53b191f745b1f40f87cc5f8db03f9b,4B FB 0C 83 C1 71 FC DF 59 4F 85 B9 31 54 7F 0B,4
Columnar Transposition,b05436a0513cc1044730406e56ce1a90,40 C4 0E E0 06 11 70 6A B3 5C 44 51 5A 30 36 C9,"['K', 'E', 'Y', '1']"
Columnar Transposition,b05436a0513cc1044730406e56ce1a90,40 1A C1 09 0E 60 34 A6 40 07 B4 53 CE 16 55 3C,"['K', 'E', 'Y', '2']"
Scytale,b05436a0513cc1044730406e56ce1a90,B3 5C 44 51 06 11 70 6A 5A 30 36 C9 40 C4 0E E0,4
Columnar Transposition,5ce2c29b2725036b4d4c44d12ae763a1,2B 5B C1 71 C2 73 D4 A3 5C 20 44 26 E9 26 4D EA,"['K', 'E', 'Y', '1']"
Columnar Transposition,5ce2c29b2725036b4d4c44d12ae763a1,B1 33 06 6A B1 24 C4 9D 2C CD 54 E4 57 7A 22 2E,"['K', 'E', 'Y', '2']"
Scytale,5ce2c29b2725036b4d4c44d12ae763a1,5C 20 44 26 C2 73 D4 A3 E9 26 4D EA 2B 5B C1 71,4
Columnar Transposition,6c62665bdcdc78f36bea47a0db486020,2B C3 A0 80 C6 C8 B7 B0 66 D7 64 D6 65 DF EA 42,"['K', 'E', 'Y', '1']"
Columnar Transposition,6c62665bdcdc78f36bea47a0db486020,30 80 76 F2 B0 67 64 5A 2A CB 66 6E C8 CB DD D4,"['K', 'E', 'Y', '2']"
Scytale,6c62665bdcdc78f36bea47a0db486020,66 D7 64 D6 C6 C8 B7 B0 65 DF EA 42 2B C3 A0 80,4
Columnar Transposition,81808a7a91f739abd227a3fbc8eb0b45,0A 7B 7B B5 1A 19 23 8B 88 93 DA C0 87 FA 2F E4,"['K', 'E', 'Y', '1']"
Columnar Transposition,81808a7a91f739abd227a3fbc8eb0b45,B5 9B 30 A4 AB A3 8A 7F 07 12 8D 82 7B 18 9C FE,"['K', 'E', 'Y', '2']"
Scytale,81808a7a91f739abd227a3fbc8eb0b45,88 93 DA C0 1A 19 23 8B 87 FA 2F E4 0A 7B 7B B5,4
Columnar Transposition,e1cd9b176d3c8bcc55ca8ce6520e1f2e,D7 CC A6 EE 1B DB 5C 2F E9 68 58 51 C1 3C CE 02,"['K', 'E', 'Y', '1']"
Columnar Transposition,e1cd9b176d3c8bcc55ca8ce6520e1f2e,CE BF 81 C2 76 BC 98 1E DA 15 E5 CC CE D2 65 30,"['K', 'E', 'Y', '2']"
Scytale,e1cd9b176d3c8bcc55ca8ce6520e1f2e,E9 68 58 51 1B DB 5C 2F C1 3C CE 02 D7 CC A6 EE,4
Columnar Transposition,ec18859e7e2db599d68eb765ae49cc7a,8E D9 E5 9A C5 E5 67 EC E8 7B DB AC 19 29 86 47,"['K', 'E', 'Y', '1']"
Columnar Transposition,ec18859e7e2db599d68eb765ae49cc7a,9A 5C BC 97 E5 57 8B 96 8E C6 ED 18 D9 EE 7A 24,"['K', 'E', 'Y', '2']"
Scytale,ec18859e7e2db599d68eb765ae49cc7a,E8 7B DB AC C5 E5 67 EC 19 29 86 47 8E D9 E5 9A,4
Columnar Transposition,28fa6358894f21f29909c2e049a76be0,A8 F2 90 70 83 91 92 9B 26 82 9C 46 F5 4F 0E AE,"['K', 'E', 'Y', '1']"
Columnar Transposition,28fa6358894f21f29909c2e049a76be0,20 1B 26 FE 80 32 6C 5E A9 89 29 F0 F7 99 84 4A,"['K', 'E', 'Y', '2']"
Scytale,28fa6358894f21f29909c2e049a76be0,26 82 9C 46 83 91 92 9B F5 4F 0E AE A8 F2 90 70,4
Columnar Transposition,454c300155a7b99814602770982171f7,C1 78 00 17 50 59 47 81 43 5B 12 97 40 A9 67 2F,"['K', 'E', 'Y', '1']"
Columnar Transposition,454c300155a7b99814602770982171f7,87 91 B7 9F 10 07 32 07 C0 54 41 46 71 58 59 A2,"['K', 'E', 'Y', '2']"
Scytale,454c300155a7b99814602770982171f7,43 5B 12 97 50 59 47 81 40 A9 67 2F C1 78 00 17,4
Columnar Transposition,2547ce144738818255c1ed47ac2c9335,74 82 17 C5 5E 71 5D C3 2C 48 5E A9 41 38 C4 23,"['K', 'E', 'Y', '1']"
Columnar Transposition,2547ce144738818255c1ed47ac2c9335,25 13 89 83 47 ED CE 14 71 55 25 4C 8C 7C 4A 32,"['K', 'E', 'Y', '2']"
Scytale,2547ce144738818255c1ed47ac2c9335,2C 48 5E A9 5E 71 5D C3 41 38 C4 23 74 82 17 C5,4
Columnar Transposition,285c58bf155846c676f674fd80892d03,CF 86 6D 93 88 56 64 0D 25 14 77 82 5B 5C FF 80,"['K', 'E', 'Y', '1']"
Columnar Transposition,285c58bf155846c676f674fd80892d03,63 6D 42 C0 FD 84 57 BF C6 86 27 5F 89 50 18 58,"['K', 'E', 'Y', '2']"
Scytale,285c58bf155846c676f674fd80892d03,25 14 77 82 88 56 64 0D 5B 5C FF 80 CF 86 6D 93,4
Columnar Transposition,98d234eb2e6dbd67941d483e6e0bd658,2B D7 DE B8 84 ED 48 E6 93 2B 94 6D DE 66 13 05,"['K', 'E', 'Y', '1']"
Columnar Transposition,98d234eb2e6dbd67941d483e6e0bd658,78 D6 BD 65 BE 48 34 E3 2D 84 99 D1 DB EE 26 60,"['K', 'E', 'Y', '2']"
Scytale,98d234eb2e6dbd67941d483e6e0bd658,93 2B 94 6D 84 ED 48 E6 DE 66 13 05 2B D7 DE B8,4
Columnar Transposition,8972db76b8ee53e2747c9e8d7b151689,26 E2 CD 59 9B 83 4E B6 8D B5 79 71 77 EE 78 18,"['K', 'E', 'Y', '1']"
Columnar Transposition,8972db76b8ee53e2747c9e8d7b151689,29 36 51 E8 6D BE D9 78 2C 94 87 77 E5 8B B7 E1,"['K', 'E', 'Y', '2']"
Scytale,8972db76b8ee53e2747c9e8d7b151689,8D B5 79 71 9B 83 4E B6 77 EE 78 18 26 E2 CD 59,4
Columnar Transposition,c8ff314f600b320c50b9cfe853399b1c,FF BC 98 9C 81 02 0F 3B C3 63 5C 59 F4 00 BE 31,"['K', 'E', 'Y', '1']"
Columnar Transposition,c8ff314f600b320c50b9cfe853399b1c,CC 2B 39 01 F8 1F 3C 4E F9 80 C5 FB B9 03 65 03,"['K', 'E', 'Y', '2']"
Scytale,c8ff314f600b320c50b9cfe853399b1c,C3 63 5C 59 81 02 0F 3B F4 00 BE 31 FF BC 98 9C,4
Columnar Transposition,3c43910e10bcdde65c750169fe275b51,3E C6 59 71 C1 0D C1 EB 39 1D 50 F5 40 BE 76 25,"['K', 'E', 'Y', '1']"
